BMI,SelfEsteem,Accu,DietSE,Restrictive,Bulimia,Risk
0.834268741,0.494254398,-0.650809893,-1.381306177,1.968934219,1.750754445,1.458919402
0.198750637,-0.35607482,0.781928373,-1.413210176,-0.350790429,-0.074664685,-0.79679338
1.297841384,1.08699235,-0.038418439,1.01698283,0.020511036,0.222504622,0.092695407
0.936718306,-0.709264037,-0.062555138,-0.361855289,-0.894112119,1.242081769,-0.181247543
-0.147433194,0.751084551,-0.82083691,0.744426945,-0.942039877,-1.361862511,-1.218825651
0.110431995,2.204905337,-0.797550391,0.501962877,-0.875513336,-0.86663488,-0.192381234
-0.812504664,-0.147585759,-0.900682309,-1.340389698,0.967086157,1.505069614,1.584683701
-0.743702168,0.799815736,-0.743237168,0.77911456,-0.961827738,-1.434151742,-0.584976027
1.095345072,1.526186642,0.399565949,-0.06778436,1.052813636,1.061979565,1.220410025
2.435373708,0.66469331,-0.016086412,-0.860086128,-1.6427408,-1.858493591,-2.167814741
0.388118467,-1.01803639,-0.513436594,-0.723491537,0.047666812,1.081667762,0.249749002
0.29062767,-1.600766174,1.219352999,0.054138322,-0.601260585,-0.231429654,-0.766305457
-0.285598287,1.196550358,-0.40442779,-0.059628719,0.394162883,-1.081225669,-0.751760465
0.076014718,0.285328548,-0.09070562,-0.441631235,1.30222436,1.630185352,1.493242837
-0.560298604,1.259482199,0.328913684,-0.669901681,-0.866548457,-1.729477262,-1.805757038
0.447188372,-0.380092524,-0.472945535,1.280608462,0.712254516,1.306625275,1.754805538
0.908501134,0.371130076,0.185410494,-0.191224165,0.774680952,1.269986789,1.660362895
-0.505059598,-0.254713654,-0.300011664,-1.750153903,1.09008219,0.35684077,-0.329507844
-0.301004012,0.053881368,-0.507817469,0.269955974,-0.268000385,1.078743085,0.697775646
-0.726035977,0.552212055,-1.353109565,1.904947722,0.428555686,-0.234458308,-0.010382577
-1.180077027,0.917119556,-1.223652379,0.019692072,0.104130917,-0.636912109,-0.159056146
0.253074713,-0.899203303,1.199567361,-0.233204517,1.091395065,1.186524609,1.018757737
-0.370711297,0.15906584,-0.358239821,-1.002439091,-0.062044595,0.246845808,0.256859926
0.022179564,-0.143537653,-0.883564116,1.714455354,0.120004418,0.81329136,0.934262292
0.660044122,0.732147851,2.968271578,0.338711381,-1.364965048,-0.375500198,-0.384669655
0.488793635,-0.346207272,-0.986200992,-1.418652482,-0.579682471,-1.364696541,-1.38975644
-0.188789917,0.317214163,0.232845674,1.435079554,-1.474629345,-0.4681057,-0.229523474
0.601359521,0.852839775,-0.316234105,1.107604494,-0.639584545,-0.699250285,-0.313683277
-0.673760053,-0.562081436,-2.042734377,0.764178788,0.076205029,0.919895952,0.657786466
0.476050241,-1.094100943,-1.788617007,-0.735714835,1.465613318,1.597024648,1.813907223
0.118753228,-1.657837751,0.068236675,-0.702667642,0.990640521,0.479487774,0.777265793
0.121226283,0.267137519,0.549989864,-0.606016306,-1.2910107,-0.082240506,-0.767400173
-0.186046794,0.082170904,-0.542149913,0.788973028,-1.149530261,0.018098474,-0.558162321
-1.328271189,1.240741223,0.119580638,1.653220553,-0.469607464,-0.05738672,0.465891065
-0.566922951,-0.148695619,1.170795093,-1.370443718,-0.205677335,0.361362813,-0.192998685
0.578833933,0.29602714,-0.808453402,-0.307462644,1.018071819,-0.022122233,0.668879046
1.909037231,-0.745963579,0.053691443,-1.017485351,-0.053483172,0.770650869,0.406370635
0.250757043,-0.280293537,0.400671283,-1.131208471,0.500648856,0.313930686,0.579990996
-1.598315059,-0.212714885,-1.753972168,0.863704616,0.088640315,0.009490927,-0.126392252
3.201631747,-1.341618804,1.336967312,-0.857892818,-1.245999426,1.422333426,0.219243656
0.955235375,0.177854774,-0.35931001,0.435724715,0.688946974,1.739837618,2.06002541
0.368644616,0.497121793,1.092704768,-0.377732681,0.511663328,-0.180147145,0.518547576
0.922919068,0.155402448,-0.691359633,0.715648762,-0.451460627,0.667525452,0.42110375
-0.205521346,0.17923411,-0.801811935,0.706068252,0.201501351,2.201132977,1.638395311
0.092966701,1.554749804,-0.35917826,-0.71878046,-1.614749338,-0.288869604,-1.168986891
0.16826218,0.669997872,1.000379769,-0.186543944,-0.290164457,-0.451769223,-0.871485717
0.795839125,-0.298933942,-0.237329906,-0.132462661,-1.151712316,-2.157231123,-2.890013443
1.646005607,-0.671527702,-0.024150393,-0.924550089,1.886039284,0.692453805,0.824554012
-1.716924316,-0.107666911,1.042169762,-0.562987435,0.819612107,0.02958963,0.185774843
-0.318343106,-0.463723677,-1.135512646,0.850659114,-0.810518727,0.299789215,-0.121282631
-0.904139972,2.417776759,1.444346671,2.040084464,-1.353037529,-1.476938648,-1.252946701
-0.703992797,0.10935966,0.11865866,-0.453677242,0.761254627,-0.129123237,-0.006375583
-1.778099462,-0.507662484,1.630862702,0.660710409,0.387114552,-0.795586479,-0.335231904
-0.722255163,0.627998886,0.472988463,0.705934657,-0.530613453,1.175058438,0.709183946
0.04615421,-0.071156465,-0.510849833,1.054180348,-1.889850227,-0.838765783,-1.022421147
0.243658021,-0.026326522,-0.671089842,-2.339217297,0.460221071,1.607592469,0.065306687
0.628331306,0.66694687,1.189621063,-0.498760418,-2.087517273,-0.005184564,-1.896115418
-0.024638582,-0.763354411,0.518275578,-0.314712525,1.209152667,0.778486993,1.054686434
2.314153309,2.176909797,2.249141181,-0.611676594,-0.035618391,-1.063904889,-0.409071758
0.177210257,-0.285944382,-1.431102006,1.028921203,-0.085687547,-0.09101773,-0.23962217
-1.024414767,-0.406086426,-0.449317469,0.230641315,0.26919179,-0.700359812,-0.198241403
2.274681301,0.746358196,0.767398711,1.108335145,-1.810890736,-0.396934788,-0.279449609
-1.889056665,0.582866325,1.646241123,0.829962199,-0.021148286,0.026757661,0.551813244
1.093951601,-0.743055528,-0.90320881,0.885303258,-0.0186565,0.619184136,0.552845244
1.846167027,0.960872579,-0.168568292,0.619588227,-0.279756384,-0.1507197,0.471303761
0.521032674,2.905118684,0.870627758,-0.264668728,-1.356396846,-1.700879608,-1.478004307
-1.532962108,-0.504148915,0.764098075,-0.856240441,1.186083089,0.075620318,0.031412069
-1.939364969,-0.301337726,-0.847908324,1.180936331,0.495923722,-0.482789181,0.131725304
0.486916538,-0.605250672,0.112095986,1.54956846,-1.235718687,-0.413596217,-0.52338812
1.245236691,1.390854116,0.55895761,-0.481614906,0.205413253,-0.410780656,-0.022480199
-0.217273426,-0.095734672,0.29774375,-0.25110396,0.863423076,-1.21813987,-0.422729654
-0.779593115,-0.592396534,0.314433366,0.082333258,1.25649391,0.307808025,1.238338818
0.3488745,-1.190897867,1.42521457,0.69473342,-0.869315833,-0.970238562,-0.891505371
0.68172425,0.138284492,-1.878810501,1.180604306,0.093338711,-0.291303268,0.30238495
-0.531461387,-2.118513434,0.021030844,0.262165892,0.060019734,-0.614793887,-0.523695527
-0.677393421,0.556918413,0.417140142,1.863989444,1.192065402,-0.090049284,1.194151778
-1.728783941,0.304061815,-0.367009094,1.026322444,0.879244466,-0.3510625,-0.222566874
-0.991260992,-0.228801779,0.798481395,2.023639907,-0.233013315,-0.794986177,0.148668515
-0.585505562,0.128445008,-0.219794332,-0.582601076,-0.590447836,0.73210004,-0.09906068
0.383521748,-0.679930766,-0.256965529,0.567075306,-0.639863818,0.699543957,0.144051868
0.74666492,0.057187682,0.965713041,-0.812173163,-0.006231251,0.3708991,0.355143274
-0.928420912,1.493307866,-1.286506851,1.409383129,-1.17112826,-0.768855566,-0.937280545
-0.338176297,0.481164402,-0.256373243,0.097741101,0.274226932,0.045402465,0.329731782
1.545114015,0.403602974,2.459775323,0.591864165,-1.313338434,-1.573324048,-1.579598905
0.266508878,2.623164644,-1.139776971,-0.848163059,-0.102432689,-0.033358389,-0.254045627
0.299533932,1.109809983,1.955466693,0.870718585,-1.824161886,0.233618817,-0.554599745
-0.32280202,-0.513598645,-0.982577241,0.087613753,0.671876646,-0.196543031,-0.165815304
1.435347433,-0.66005718,1.018820635,-2.135992552,0.204207331,0.251261269,-0.322035967
1.006527204,-0.079791012,-0.156963342,-2.406259303,-0.806167005,-1.160506295,-1.808753152
-1.719413636,-0.282086552,-0.72966469,0.438190349,1.343172045,-0.494626991,0.364152421
0.298920462,0.419808308,1.38711585,0.407538739,-0.802422475,-0.704528035,-0.412235181
-0.824725636,-1.73001067,-1.847767545,-1.321046091,-0.033197171,0.021202256,-0.568281573
-1.199589833,0.330932987,-1.708825682,2.062016896,1.404306453,1.039104931,2.23222442
-1.276387117,0.166432501,-0.67649066,-0.931304777,0.489599698,0.792293752,0.358057372
-0.123178067,-1.833578048,1.519412909,1.765464426,-0.744256219,-0.935646097,-0.019435416
2.165942199,1.336382261,0.737248228,0.815028641,-0.665483625,0.167957025,-0.500208759
-0.312282975,-1.249076726,-0.110891488,0.136522895,-1.135177883,-1.060058844,-0.854551737
0.367439225,-1.657096124,0.344631241,-0.238393465,0.507656452,-0.152246189,1.019501219
1.269439261,-0.46648379,0.521188867,1.209971373,1.268046595,0.69010596,1.58362888
-2.264853839,-0.546567485,-0.394502712,0.294733275,-0.099602627,-1.010785617,-1.328643487
-1.28984991,0.931873924,0.348668536,1.496070182,-0.236887139,-0.9422553,-0.715555894
0.187885938,-0.159859108,0.48977125,0.529264268,1.217442285,0.976428135,1.517639296
0.751642855,2.401298169,-0.7443309,-0.69518932,-0.391312959,-0.361695863,-0.855713524
1.784681336,0.078600342,-0.709068788,0.795067321,-0.50797281,0.497789233,0.480912856
1.508271736,0.962513433,0.43606733,0.410542497,1.196345931,0.444671358,1.397356085
-0.953161709,0.184181685,1.107995313,0.066224611,-0.168882405,-0.266683662,-0.217882676
0.10342274,0.721175693,0.614310044,0.599843661,-0.113848476,-0.978900772,-0.049515787
-0.605560498,-0.885034705,-1.581938215,-0.17153726,1.743409697,0.737762924,1.731475321
-0.097600626,1.732064813,-0.448998606,0.666444208,-0.159009087,-0.48390835,-0.275544924
-0.123448107,-0.676944979,-1.946301884,1.83139448,0.129470735,1.28803831,1.038534972
-1.044679517,0.647962298,1.695591327,-0.490105742,0.796160297,-0.5861465,0.318164905
-0.07487034,0.293806325,0.104249933,-0.283493351,-0.087548234,-0.256782539,-0.427661818
1.760135333,-1.383699441,-0.838066036,1.377982331,0.473332142,0.861486632,1.086469687
-1.432119587,1.460212937,-0.277899973,1.727045007,-0.008556723,-1.262148282,-0.383745358
2.662201028,-0.938189429,1.369567052,-2.595856046,1.893334913,1.088607331,1.211189317
-1.291191532,1.304987486,1.102807811,-1.050113276,1.07720556,0.418110507,-0.095602247
0.015101774,-0.195068572,-0.172552872,-0.633213173,0.697438579,1.549127334,0.725757362
-0.039680572,-0.316646332,0.02377918,0.442997843,-0.303706757,-0.300880077,-0.392562398
2.191440323,0.145019815,-0.278172409,-0.340392724,-0.431428402,-0.393189958,-0.407396253
-1.97643755,0.322928074,0.787082881,-0.669448827,-0.017495805,0.696911146,0.10297213
0.463665665,1.700227855,-0.501477763,0.545532376,-0.298314475,0.07499279,0.320467537
-0.262212157,0.625595023,2.499525733,-0.426784145,0.606010234,0.871090767,0.734481511
-1.135714506,0.469395507,1.111302456,0.526560508,0.129445478,-0.405153203,-0.119052024
0.211299481,0.607924064,-0.661335536,-0.635824244,-0.085488084,0.564772711,-0.821767613
0.099427928,-0.910239727,-0.325885203,2.248885166,0.330099768,0.576062462,1.694864273
-3.056683652,1.352937372,0.538242115,0.409761799,2.118965439,1.166047888,0.649266653
-0.347136654,-0.086419452,0.112299032,0.284936832,-0.579197178,-0.388049644,-0.506034716
-1.946626158,1.070942817,1.506327352,0.822106462,-0.380856158,0.072944382,0.113655269
-0.216076646,0.488350205,-1.227177573,-0.071018738,1.330003842,1.488960505,1.9134072
-1.449196479,-1.157722877,-1.498281836,-0.115862575,1.032756073,0.463581819,0.075374562
0.345434061,-0.579895783,-1.683195759,0.806794341,1.148608431,1.123343294,1.444196007
0.188202394,-0.056251635,0.438585358,0.319083171,0.902643324,-0.123062843,0.418297394
-1.127852783,1.714538038,-2.220151149,-0.258235196,0.424513215,-0.574816411,-0.217713427
0.050450343,2.591534823,1.359763068,-0.642576066,-0.844503968,-0.829684102,-1.289693187
-0.682699092,-0.372165331,-0.753289286,-0.710539446,0.284086391,-0.27653696,-0.866499328
0.648053817,-0.338043581,0.558040847,0.177495921,0.296145321,0.434437473,1.027504285
0.610364487,0.669185619,-1.255413279,-2.31041825,0.685900736,-0.156103929,-0.67762938
-0.512656933,1.495922294,-1.355250139,0.136552307,-1.368801735,-1.293379513,-1.798365862
0.754405891,0.508265404,-2.103153342,-0.417411025,-0.061746585,0.351166839,0.171417618
0.188104972,0.297416659,0.485681587,-0.038131361,1.444311613,2.225812118,1.92757784
-1.928285631,-0.373955351,0.023177797,-0.904648878,0.108668928,-0.622772789,-0.982385031
1.23582136,-1.650047136,0.682120138,0.511319068,0.935950407,0.387055957,0.958912449
0.328277313,-1.420122983,0.047754311,-1.158539332,0.803164572,0.764231215,-0.116010165
-0.854914489,1.434546764,-0.908628863,-0.29063552,-0.41294776,-0.523675512,0.096100018
-1.895688216,2.134509981,0.774781746,-0.800020576,1.004370564,0.404515737,-0.453067532
0.846692415,-0.98643166,0.978051877,-0.768462084,-1.762491928,-0.785370721,-1.323599569
1.244025107,-1.077195024,-0.892219601,-1.730509957,0.458435708,1.433857754,0.223946653
0.236259957,-0.789755368,-2.195812366,-0.630087131,1.269603119,0.720460142,1.068017247
-0.760693539,1.038218561,0.696083033,-0.526485634,0.919931315,0.721569783,0.828219361
0.772220957,-2.044279837,0.705346288,0.972817031,-1.503673212,-0.738105194,-1.225005086
0.661556754,0.607997354,-0.074083991,1.28518871,0.034533779,0.495514674,0.901189206
-1.593733367,0.121705356,0.629979345,-0.47414324,-1.843800463,-2.273993678,-2.551382201
-2.190346915,1.341745195,0.701325762,0.009371755,-0.126862665,-0.186419849,-0.470780748
-1.176753956,-1.88471076,-1.724856883,-1.05334968,0.938910576,1.667778241,1.057064481
1.050005128,-0.575812933,0.514805965,-2.755497004,0.527311446,3.041686089,1.648913121
-0.005703079,1.039651497,-0.876146028,1.700324415,0.058546884,-1.329795273,-0.79983782
-0.276012327,-0.613258438,0.779311763,2.066581386,-0.629544471,-0.806956852,-0.279730897
0.848521292,0.103741651,0.728620816,-1.233808827,0.867798146,-0.220481085,-0.276691648
-1.048934658,1.977637233,1.849314882,-0.920629864,-0.503722895,-1.57242776,-1.173719876
-1.733586337,-0.894619922,-0.890384891,0.445706961,1.570843903,2.010922928,2.186315356
2.414139087,-0.513544197,-2.004235324,-2.016927591,0.14156579,1.165406252,0.120242706
-0.195641767,1.501533653,-1.447636046,0.176506617,0.2277346,-0.440611674,0.323335833
0.926786956,0.455002982,1.093417203,-0.170799711,-0.927819662,-1.831521178,-2.330413879
-0.713463632,0.52604648,1.040379215,0.504529348,2.049543148,-0.770522662,0.556527636
-1.299741715,1.353910154,0.715352929,-0.208737214,-0.941771542,-0.308289865,-0.691490044
0.884296404,-1.179188769,-0.926911446,-2.010847728,-1.012599399,-0.56542882,-0.844267546
1.200641521,-0.328393831,0.606799366,-1.580761438,-0.215499959,1.205766721,0.514395517
-1.170339776,0.786866319,1.333873859,0.751726845,0.364451154,-0.683450815,-0.695753686
0.761471885,0.560293124,0.907480184,1.547810681,1.159910823,-0.160255702,1.25985345
0.870090238,-0.72017227,1.978073508,0.921327329,-0.254712525,0.231647178,0.404701517
-0.72724271,-0.773949154,0.749811974,0.394517244,-0.797070612,-1.043422654,-1.29455384
0.626620729,0.794354086,-0.210423672,-0.401283724,0.686498888,-1.331423241,-0.368399937
-1.091442728,0.633679003,0.68559376,0.465877803,0.392452772,-1.403654567,-0.896962112
-0.516094526,0.076929409,-0.131902537,0.104390353,1.31009881,1.203781018,0.800164271
0.016933963,0.791926819,0.880916236,-0.072298541,0.196610214,-0.816701098,-0.432950609
0.660990689,-0.216565386,0.486967919,-0.86778124,0.106456625,0.828881664,0.136844063
-0.729533119,0.435103481,0.632309945,0.025942212,0.865348257,0.092755722,0.362007564
0.85137739,-1.324154916,0.055446047,-1.488225046,0.007655269,1.684514246,1.085100046
-0.396491586,0.68311047,0.890628934,-0.524178721,0.595520848,-0.45763809,-0.355243409
0.406678577,0.102608254,-2.127257463,-0.389625936,0.948806411,-0.203530149,0.37255903
-1.038553441,0.062395296,1.235397387,0.374202773,-1.055614734,-0.29953643,-0.467991365
-1.255881298,2.394144639,-0.446231987,1.292825826,-0.90727075,-0.921229043,-0.806477094
1.157021721,-1.00054313,-0.278755087,-1.548503547,0.2390389,1.192425335,0.198750046
1.038676501,-1.567088418,-0.651280766,-1.323973073,0.053309011,0.431495906,0.149994021
-0.09523835,1.532204129,0.643335243,0.302913232,-1.397240474,-0.755003189,-1.051997518
-1.098293567,-0.100471261,0.661168115,0.45468211,-0.15126361,-0.249604469,-0.296312355
0.560354247,-0.320729961,0.641736204,0.240276112,0.944832212,0.740837356,1.557368548
-0.253028826,0.288414289,-0.013095432,1.358183091,-0.489463425,0.861182314,1.48061953
2.207099949,-0.043505264,1.162633912,-0.148804705,-0.858472262,-1.134576413,-1.164482445
-0.743042912,1.15160345,1.285755445,0.029531358,-1.306467798,-0.541341216,-1.016230345
0.446359483,-2.46208397,-0.389485062,-0.296763505,-0.285227285,-0.014395448,-0.872604879
0.105695458,0.72494989,0.239328123,0.440299314,-0.633627901,-0.322703799,0.423755587
-1.02013123,0.35165074,-0.203690949,1.771056585,-2.294754878,-1.983892427,-2.213720077
0.923959483,-1.506444846,-1.378879332,0.256610227,0.22843261,1.807379597,1.295046776
-1.10584922,1.68205431,-0.098009064,1.381825974,-0.562974972,-1.356931894,-1.067844403
-0.543743767,-0.312920583,-1.065305229,-0.159735739,1.151197628,0.685801436,0.898352039
0.564328438,-2.332345343,-0.140737755,-0.427444787,-0.505546778,-0.707508193,-0.316755664
-1.400062336,-0.491984879,-1.011826197,1.778163969,-0.024555947,0.120479451,0.353876334
-0.140257227,0.189289704,0.538165656,-1.216739013,-0.882031176,-0.549037599,-1.202050894
-0.144279321,0.603062544,1.247993155,0.399668742,-0.416638715,-0.611508556,-0.38734821
-0.768024961,1.302834834,1.866503286,-0.250924719,0.818769256,1.348454381,0.944223571
0.638247893,-0.559960196,1.567823147,0.369464975,-0.357688593,-0.122652607,-0.300316121
1.118718603,-2.734469626,0.356911377,-1.799734769,-1.776638542,1.007872176,-0.59041835
0.445859167,-1.619729468,0.979548263,-0.514273175,0.31747545,-0.332650402,-0.085145512
-1.90815918,0.859683205,1.840531602,0.996431674,-0.378975697,-0.550502554,-0.89188616
-0.013976084,0.831872509,-0.212024508,0.145058943,0.2229237,-0.846260422,0.28443079
0.506316456,0.504443947,-0.647206275,-0.95020945,0.211803346,1.317190366,0.259923371
0.450355908,-0.31590445,0.901516846,-0.050044192,-0.676374541,-0.350818012,-0.036616988
-1.662524109,0.918871569,0.413953304,0.591734488,-1.237390109,-0.939297385,-1.067888363
1.669814349,-0.54769572,0.568730373,-1.796768594,1.244512199,2.765433232,2.413390069
-2.606412017,1.54103262,0.20499586,0.715226275,-0.645880781,-1.996944185,-1.657672421
0.797569744,-1.197270453,0.61960926,0.118404415,0.855671597,0.65947646,1.021456805
0.486691425,-0.132583743,0.132879173,1.583202312,-0.913013739,0.067861143,-0.412632794
0.67935227,-0.796747833,1.774386186,-0.05503837,-0.007019435,0.239975449,-0.342755321
0.138366622,0.765722289,1.410610964,-1.822012333,0.302929017,-0.235262968,-0.538259758
1.69497994,-1.21905631,-0.620055887,0.090191786,-0.681368528,1.213396688,0.686795485
0.044443447,0.460735598,0.723448961,1.027068948,1.80644183,0.880810391,1.678921133
0.03186078,-2.086729615,-0.083289299,1.454589212,0.114564862,1.156349843,1.934425836
2.536444302,-1.402436174,-0.405826772,0.400163785,-0.271451479,0.33921928,0.289532195
1.595981634,0.088495974,0.862810434,0.872650865,-0.09097651,-0.032356294,0.144174561
0.13251347,0.303479672,-0.865962908,-0.185986057,-0.881881351,-1.061274094,-1.244211076
-0.250488099,1.786328218,0.375449886,-1.095644016,1.323884666,0.158155877,-0.670036291
-2.007869054,-1.482885356,0.3462706,1.146005554,-0.158930078,0.363794781,0.458378837
1.467110509,0.617249802,-0.451694746,0.20283777,1.115955325,0.008100727,0.522349215
-0.328111968,0.388349189,0.003307879,1.217666817,-0.690247269,-1.241452821,-0.744774003
-0.794531843,-1.112975224,-0.558268321,1.17899387,0.302255991,0.275382985,0.867685422
-0.001966592,0.079341121,-0.997462441,0.012212095,2.093551876,2.354038671,2.658748015
-0.605914074,-0.25678576,0.355189829,0.641259257,-0.193057941,-1.261904035,-0.951735902
1.543317408,1.522430996,1.301606223,-0.170371485,-0.673056577,-0.386938131,-0.617663056
-1.130233169,-0.439065046,-0.357415558,-0.686089678,0.179064151,-0.075206281,0.146060712
-1.268981349,1.439564735,-2.044675372,-0.194741345,-1.191850498,-0.911682151,-1.529518689
-0.714985307,1.17397538,0.784704914,-0.358675549,0.310467589,-0.729157368,-0.28833064
1.243998073,0.050300327,0.665955202,0.102294095,0.71779229,1.126011311,1.672896167
0.152626608,-0.338786608,0.553549749,-0.178703915,0.389104553,0.905678647,0.757692723
0.478865156,1.630058234,1.334715012,0.286495561,0.257608079,-0.746597079,0.363798143
0.786200597,-0.385841331,1.620460511,0.363809954,-0.377052846,0.158411404,0.121304769
-1.01441832,0.253854074,-0.199737338,-1.181337666,-0.46762382,-0.133867603,-0.736106252
-1.659458742,0.301213731,0.452234652,-0.042982609,-2.12423122,-1.423827037,-1.689891575
-0.195951493,-0.699293524,0.356909386,-0.828621533,0.054366842,0.475172236,0.16019188
0.56055734,-0.045127588,-0.412224074,-0.0527875,1.110910642,-0.292866646,0.714845669
-0.159776422,-0.276583518,-0.084986558,0.810432948,-1.946511697,-0.226965413,-0.502126641
-1.358666297,-0.152842893,-0.277261793,1.719692487,0.752658683,-0.361154113,0.470252596
-1.503450015,2.126133158,-2.13090719,0.655129661,0.261892169,-0.400791932,0.238350014
-0.097277754,-1.200231281,1.602382227,1.004033121,0.620332639,1.154734334,1.695443187
0.967261272,-1.014325331,0.145662709,-0.232212704,1.204392445,1.059280028,1.402804602
-0.301355047,-1.008510139,0.03190618,0.780642936,0.617929599,-0.010780827,0.783116865
-2.415218005,-0.947183261,-0.082666462,-0.911119008,2.270713303,1.666408174,2.17667702
-1.225755542,-0.146071686,-1.933666301,-0.843699223,-0.717395794,-0.009275952,-1.124206499
-0.624915696,-0.137806988,-2.341411276,-0.396616253,1.563036419,0.424785764,0.814335961
-0.975643477,-1.202654496,0.987375842,0.167288567,-0.056113119,0.204810765,-0.215018024
-2.386713167,-0.583806889,0.051190588,-0.297018716,2.779797869,1.510278028,1.915877954
2.233588613,-1.54122874,0.332293887,-0.554366314,0.517274951,2.448350649,1.800437781
0.891844519,0.630191564,-0.393042495,0.958640156,1.217738579,1.034762811,1.797358772
0.219182143,2.413133674,-0.657238702,-0.402154485,0.184966096,0.205955598,0.472757967
-0.844743359,0.638652947,0.852900502,0.58394733,-0.407730379,-0.063341547,-0.08241065
-1.361339387,0.505886147,0.087735529,0.116354361,0.729272742,0.916026051,1.165169585
0.147861385,0.308523517,-2.019528657,-0.275803027,-1.204055298,-0.73453515,-0.826286982
-2.77664759,0.265278523,-0.271319911,-0.517033069,-1.033209581,-2.073663234,-2.303988405
0.757798512,-1.274933227,-0.981780229,0.709524409,-0.29501584,0.336560218,-0.004522805
-0.815071122,0.970058538,1.606008562,0.342181373,0.555706067,0.035835952,-0.299046291
1.050232012,-1.293726213,-0.12886928,-1.124563094,-0.381426297,0.657246341,0.282012873
-0.39253241,1.066406308,0.826686803,1.00927913,-0.223032653,-0.174198958,0.031825212
0.010553532,-0.734657796,-0.920234674,0.93034349,1.523548807,0.209386389,1.40184767
0.982542661,0.003609139,0.645029243,1.603062592,-0.957665641,-1.260913558,-1.444584497
0.882051994,0.031964698,0.256260641,0.0984165,-2.230541182,-1.328725564,-1.480231905
-2.130501218,-1.204038968,-0.165346837,-0.090051927,0.494122391,-0.131735687,0.395852462
-3.111715349,-0.096099881,0.118337375,-0.453211325,0.530139154,-0.241308641,-0.363300691
-0.616748946,-0.664907469,-0.23836622,-1.096845672,0.729410357,1.699907864,0.7569549
1.258498886,-0.478716122,-0.269710466,-0.380956558,-0.680652864,-0.878061735,-1.057699233
-0.227339885,-0.305186128,0.057850645,-0.599624501,1.997246825,1.913597754,2.055568648
0.324269816,-1.069815818,-0.399465159,0.479703499,-1.030464254,-1.230160478,-1.208130796
-0.69111054,0.261983373,-0.683153437,-1.635051694,-1.00152111,-0.551759705,-1.419527678
-0.52151327,-0.759024668,-1.616561961,0.91804033,0.803286847,0.699718717,0.705227538
1.821983512,-0.243903913,-0.91951896,0.332371623,1.46886671,1.248576643,2.446865031
-0.950082234,1.65393806,-0.48390236,-0.963142566,-0.330373068,-1.337012338,-1.293911923
-0.573950579,-0.335409896,-0.202977645,-0.963282931,1.7381406,0.464373188,0.455410179
0.916675941,-0.55851398,-1.142060031,-1.004886647,0.681082776,2.598015397,1.530956
-0.226899176,-0.254295164,1.100807419,0.267014825,-0.800308102,0.053962576,-0.155378117
1.182202984,0.203959088,-0.538360606,0.33726933,-0.968969025,0.197294465,-0.248314287
1.521487102,-0.366073383,0.016241792,-1.356616521,-0.399056714,0.625931852,-0.586479978
1.437977258,-0.159164286,1.593771438,0.692121893,0.569371429,-0.119619238,0.633767967
2.327301509,0.90213536,1.212875058,2.238996126,-1.130947764,-0.764826094,-0.493269078
